,Report_Date,Borough,Adult_Family_Shelter,Adult_Shelter,Adult_Shelter_Commercial_Hotel,Family_with_Children_Shelter
1690,02/28/2021,Manhattan,,,,642.0
1691,02/28/2021,Manhattan,,322.0,,737.0
1692,02/28/2021,Manhattan,,768.0,,485.0
1693,02/28/2021,Manhattan,,220.0,,
1694,02/28/2021,Queens,,112.0,889.0,302.0
1695,02/28/2021,Queens,264.0,,112.0,177.0
1696,02/28/2021,Queens,,,453.0,691.0
1697,02/28/2021,Queens,,,177.0,494.0
1698,02/28/2021,Queens,,100.0,,
1699,02/28/2021,Queens,,,,
1700,02/28/2021,Queens,,96.0,200.0,
1701,02/28/2021,Queens,,,,322.0
1702,02/28/2021,Queens,,,,
1703,02/28/2021,Queens,,168.0,59.0,
1704,02/28/2021,Queens,,,,
1705,02/28/2021,Queens,208.0,165.0,992.0,1338.0
1706,02/28/2021,Queens,,,590.0,817.0
1707,02/28/2021,Queens,296.0,,190.0,136.0
1708,02/28/2021,Staten Island,,,,109.0
1709,02/28/2021,Staten Island,,,,
1710,02/28/2021,Staten Island,,,,
1711,03/31/2021,Bronx,,216.0,176.0,1050.0
1712,03/31/2021,Bronx,174.0,0.0,,887.0
1713,03/31/2021,Bronx,90.0,305.0,169.0,1315.0
1714,03/31/2021,Bronx,,202.0,99.0,2088.0
1715,03/31/2021,Bronx,199.0,,,1208.0
1716,03/31/2021,Bronx,74.0,27.0,,1963.0
1717,03/31/2021,Bronx,94.0,99.0,,291.0
1718,03/31/2021,Bronx,,,,212.0
1719,03/31/2021,Bronx,,75.0,,863.0
1720,03/31/2021,Bronx,,,,572.0
1721,03/31/2021,Bronx,,,,
1722,03/31/2021,Bronx,,72.0,140.0,263.0
1723,03/31/2021,Brooklyn,143.0,303.0,230.0,
1724,03/31/2021,Brooklyn,86.0,104.0,298.0,58.0
1725,03/31/2021,Brooklyn,,31.0,100.0,300.0
1726,03/31/2021,Brooklyn,,126.0,278.0,793.0
1727,03/31/2021,Brooklyn,,396.0,369.0,383.0
1728,03/31/2021,Brooklyn,116.0,114.0,415.0,325.0
1729,03/31/2021,Brooklyn,,183.0,731.0,
1730,03/31/2021,Brooklyn,,151.0,85.0,422.0
1731,03/31/2021,Brooklyn,,112.0,,403.0
1732,03/31/2021,Brooklyn,,,,
1733,03/31/2021,Brooklyn,,,,
1734,03/31/2021,Brooklyn,,,93.0,140.0
1735,03/31/2021,Brooklyn,,,65.0,2.0
1736,03/31/2021,Brooklyn,,,,69.0
1737,03/31/2021,Brooklyn,,,,139.0
1738,03/31/2021,Brooklyn,,126.0,505.0,2133.0
1739,03/31/2021,Brooklyn,,,131.0,625.0
1740,03/31/2021,Brooklyn,328.0,,,589.0
1741,03/31/2021,Manhattan,,,241.0,
1742,03/31/2021,Manhattan,,,196.0,
1743,03/31/2021,Manhattan,,114.0,526.0,328.0
1744,03/31/2021,Manhattan,,,1533.0,
1745,03/31/2021,Manhattan,288.0,,1725.0,322.0
1746,03/31/2021,Manhattan,,471.0,460.0,
1747,03/31/2021,Manhattan,204.0,126.0,559.0,566.0
1748,03/31/2021,Manhattan,,39.0,300.0,
1749,03/31/2021,Manhattan,,,,621.0
1750,03/31/2021,Manhattan,,331.0,,707.0
1751,03/31/2021,Manhattan,,725.0,,454.0
1752,03/31/2021,Manhattan,,220.0,,
1753,03/31/2021,Queens,,115.0,875.0,304.0
1754,03/31/2021,Queens,262.0,,108.0,175.0
1755,03/31/2021,Queens,,,418.0,706.0
1756,03/31/2021,Queens,,,216.0,494.0
1757,03/31/2021,Queens,,97.0,,
1758,03/31/2021,Queens,,,,
1759,03/31/2021,Queens,,98.0,197.0,
1760,03/31/2021,Queens,,,,310.0
1761,03/31/2021,Queens,,,,
1762,03/31/2021,Queens,,159.0,59.0,
1763,03/31/2021,Queens,,,,
1764,03/31/2021,Queens,189.0,160.0,958.0,1267.0
1765,03/31/2021,Queens,,,583.0,801.0
1766,03/31/2021,Queens,296.0,,187.0,138.0
1767,03/31/2021,Staten Island,,,,102.0
1768,03/31/2021,Staten Island,,,,
1769,03/31/2021,Staten Island,,,,
1770,04/30/2021,Bronx,,216.0,173.0,1038.0
1771,04/30/2021,Bronx,176.0,0.0,,879.0
1772,04/30/2021,Bronx,88.0,289.0,180.0,1266.0
1773,04/30/2021,Bronx,,199.0,100.0,2093.0
1774,04/30/2021,Bronx,189.0,,,1165.0
1775,04/30/2021,Bronx,72.0,25.0,,1919.0
1776,04/30/2021,Bronx,86.0,98.0,,296.0
1777,04/30/2021,Bronx,,,,206.0
1778,04/30/2021,Bronx,,74.0,,945.0
1779,04/30/2021,Bronx,,,,557.0
1780,04/30/2021,Bronx,,,,
1781,04/30/2021,Bronx,,69.0,132.0,272.0
1782,04/30/2021,Brooklyn,143.0,263.0,222.0,
1783,04/30/2021,Brooklyn,100.0,103.0,297.0,56.0
1784,04/30/2021,Brooklyn,,31.0,100.0,263.0
1785,04/30/2021,Brooklyn,,126.0,272.0,790.0
1786,04/30/2021,Brooklyn,,391.0,356.0,371.0
1787,04/30/2021,Brooklyn,118.0,124.0,405.0,319.0
1788,04/30/2021,Brooklyn,,182.0,725.0,11.0
1789,04/30/2021,Brooklyn,,130.0,84.0,418.0
1790,04/30/2021,Brooklyn,,105.0,,406.0
1791,04/30/2021,Brooklyn,,,,
1792,04/30/2021,Brooklyn,,,,
1793,04/30/2021,Brooklyn,,,95.0,139.0
1794,04/30/2021,Brooklyn,,,65.0,10.0
1795,04/30/2021,Brooklyn,,,,75.0
1796,04/30/2021,Brooklyn,,,,127.0
1797,04/30/2021,Brooklyn,,124.0,517.0,2049.0
1798,04/30/2021,Brooklyn,,,125.0,632.0
1799,04/30/2021,Brooklyn,320.0,,,564.0
1800,04/30/2021,Manhattan,,,236.0,
1801,04/30/2021,Manhattan,,,193.0,
1802,04/30/2021,Manhattan,,108.0,523.0,323.0
1803,04/30/2021,Manhattan,,0.0,1442.0,
1804,04/30/2021,Manhattan,274.0,,1712.0,284.0
1805,04/30/2021,Manhattan,,446.0,470.0,
1806,04/30/2021,Manhattan,204.0,127.0,518.0,529.0
1807,04/30/2021,Manhattan,,38.0,300.0,
1808,04/30/2021,Manhattan,,,,616.0
1809,04/30/2021,Manhattan,,325.0,,676.0
1810,04/30/2021,Manhattan,,732.0,,437.0
1811,04/30/2021,Manhattan,,199.0,,
1812,04/30/2021,Queens,,112.0,862.0,300.0
1813,04/30/2021,Queens,247.0,,111.0,182.0
1814,04/30/2021,Queens,,,378.0,664.0
1815,04/30/2021,Queens,,,234.0,487.0
1816,04/30/2021,Queens,,97.0,,
1817,04/30/2021,Queens,,,,
1818,04/30/2021,Queens,,91.0,200.0,
1819,04/30/2021,Queens,,,,305.0
1820,04/30/2021,Queens,,,,
1821,04/30/2021,Queens,,155.0,56.0,
1822,04/30/2021,Queens,,,,
1823,04/30/2021,Queens,183.0,148.0,898.0,1226.0
1824,04/30/2021,Queens,,,575.0,743.0
1825,04/30/2021,Queens,289.0,,178.0,134.0
1826,04/30/2021,Staten Island,,,,81.0
1827,04/30/2021,Staten Island,,,,
1828,04/30/2021,Staten Island,,,,
1829,05/31/2021,Bronx,,225.0,162.0,1052.0
1830,05/31/2021,Bronx,170.0,0.0,,881.0
1831,05/31/2021,Bronx,94.0,298.0,181.0,1172.0
1832,05/31/2021,Bronx,,205.0,100.0,2040.0
1833,05/31/2021,Bronx,165.0,,,1177.0
1834,05/31/2021,Bronx,63.0,28.0,,1932.0
1835,05/31/2021,Bronx,82.0,95.0,,279.0
1836,05/31/2021,Bronx,,,,218.0
1837,05/31/2021,Bronx,,75.0,,957.0
1838,05/31/2021,Bronx,,,,536.0
1839,05/31/2021,Bronx,,,,
1840,05/31/2021,Bronx,,71.0,138.0,250.0
1841,05/31/2021,Brooklyn,137.0,260.0,163.0,
1842,05/31/2021,Brooklyn,94.0,98.0,299.0,51.0
1843,05/31/2021,Brooklyn,,30.0,103.0,266.0
1844,05/31/2021,Brooklyn,,131.0,266.0,814.0
1845,05/31/2021,Brooklyn,,380.0,347.0,356.0
1846,05/31/2021,Brooklyn,116.0,117.0,405.0,320.0
1847,05/31/2021,Brooklyn,,181.0,694.0,43.0
1848,05/31/2021,Brooklyn,,170.0,83.0,406.0
1849,05/31/2021,Brooklyn,,106.0,,392.0
1850,05/31/2021,Brooklyn,,,,
1851,05/31/2021,Brooklyn,,,,
1852,05/31/2021,Brooklyn,,,98.0,128.0
1853,05/31/2021,Brooklyn,,,70.0,16.0
1854,05/31/2021,Brooklyn,,,,75.0
1855,05/31/2021,Brooklyn,,,,135.0
1856,05/31/2021,Brooklyn,,123.0,512.0,1925.0
1857,05/31/2021,Brooklyn,,,126.0,601.0
1858,05/31/2021,Brooklyn,326.0,,,538.0
1859,05/31/2021,Manhattan,,,235.0,
1860,05/31/2021,Manhattan,,,191.0,
1861,05/31/2021,Manhattan,,100.0,527.0,324.0
1862,05/31/2021,Manhattan,,,1434.0,
1863,05/31/2021,Manhattan,260.0,,1744.0,273.0
1864,05/31/2021,Manhattan,,382.0,450.0,
1865,05/31/2021,Manhattan,198.0,127.0,518.0,550.0
1866,05/31/2021,Manhattan,,37.0,294.0,
1867,05/31/2021,Manhattan,,,,598.0
1868,05/31/2021,Manhattan,,321.0,,526.0
1869,05/31/2021,Manhattan,,762.0,,462.0
1870,05/31/2021,Manhattan,,208.0,,
1871,05/31/2021,Queens,,114.0,845.0,286.0
1872,05/31/2021,Queens,227.0,,105.0,187.0
1873,05/31/2021,Queens,,,348.0,639.0
1874,05/31/2021,Queens,,,241.0,493.0
1875,05/31/2021,Queens,,93.0,,
1876,05/31/2021,Queens,,,,
1877,05/31/2021,Queens,,90.0,194.0,
1878,05/31/2021,Queens,,,,304.0
1879,05/31/2021,Queens,,,,
1880,05/31/2021,Queens,,168.0,56.0,
1881,05/31/2021,Queens,,,,
1882,05/31/2021,Queens,175.0,135.0,758.0,1269.0
1883,05/31/2021,Queens,,,582.0,708.0
1884,05/31/2021,Queens,288.0,,184.0,134.0
1885,05/31/2021,Staten Island,,,,90.0
1886,05/31/2021,Staten Island,,,,
1887,05/31/2021,Staten Island,,,,
1888,06/30/2021,Bronx,,220.0,172.0,1019.0
1889,06/30/2021,Bronx,160.0,,,893.0
1890,06/30/2021,Bronx,90.0,307.0,193.0,837.0
1891,06/30/2021,Bronx,,287.0,97.0,2139.0
1892,06/30/2021,Bronx,159.0,64.0,,1235.0
1893,06/30/2021,Bronx,58.0,24.0,,1890.0
1894,06/30/2021,Bronx,69.0,339.0,,285.0
1895,06/30/2021,Bronx,,,,218.0
1896,06/30/2021,Bronx,,78.0,,1025.0
1897,06/30/2021,Bronx,,,,533.0
1898,06/30/2021,Bronx,,,,
1899,06/30/2021,Bronx,,72.0,137.0,272.0
1900,06/30/2021,Brooklyn,136.0,437.0,65.0,
1901,06/30/2021,Brooklyn,80.0,91.0,285.0,60.0
1902,06/30/2021,Brooklyn,,204.0,103.0,275.0
1903,06/30/2021,Brooklyn,,133.0,266.0,791.0
1904,06/30/2021,Brooklyn,,388.0,361.0,392.0
1905,06/30/2021,Brooklyn,116.0,141.0,406.0,352.0
1906,06/30/2021,Brooklyn,,181.0,722.0,54.0
1907,06/30/2021,Brooklyn,,175.0,86.0,343.0
1908,06/30/2021,Brooklyn,,111.0,,384.0
1909,06/30/2021,Brooklyn,,,,
1910,06/30/2021,Brooklyn,,,,
1911,06/30/2021,Brooklyn,,,97.0,136.0
1912,06/30/2021,Brooklyn,,,67.0,74.0
1913,06/30/2021,Brooklyn,,,,78.0
1914,06/30/2021,Brooklyn,,,,123.0
1915,06/30/2021,Brooklyn,,245.0,521.0,2025.0
1916,06/30/2021,Brooklyn,,,127.0,764.0
1917,06/30/2021,Brooklyn,342.0,,,521.0
1918,06/30/2021,Manhattan,,,177.0,
1919,06/30/2021,Manhattan,,,194.0,
1920,06/30/2021,Manhattan,,236.0,248.0,314.0
1921,06/30/2021,Manhattan,,112.0,1094.0,
1922,06/30/2021,Manhattan,266.0,,1038.0,288.0
1923,06/30/2021,Manhattan,,380.0,319.0,
1924,06/30/2021,Manhattan,198.0,130.0,384.0,512.0
1925,06/30/2021,Manhattan,,35.0,28.0,
1926,06/30/2021,Manhattan,,,,506.0
1927,06/30/2021,Manhattan,,402.0,,538.0
1928,06/30/2021,Manhattan,,862.0,,468.0
1929,06/30/2021,Manhattan,,208.0,,
1930,06/30/2021,Queens,,118.0,837.0,299.0
1931,06/30/2021,Queens,222.0,,109.0,195.0
1932,06/30/2021,Queens,,,404.0,630.0
1933,06/30/2021,Queens,,,254.0,492.0
1934,06/30/2021,Queens,,98.0,,
1935,06/30/2021,Queens,,,,
1936,06/30/2021,Queens,,102.0,190.0,
1937,06/30/2021,Queens,,,,293.0
1938,06/30/2021,Queens,,,,
1939,06/30/2021,Queens,,164.0,59.0,
1940,06/30/2021,Queens,,,,
1941,06/30/2021,Queens,174.0,129.0,705.0,1281.0
1942,06/30/2021,Queens,,,583.0,766.0
1943,06/30/2021,Queens,287.0,,180.0,136.0
1944,06/30/2021,Staten Island,,,,58.0
1945,06/30/2021,Staten Island,,,,
1946,06/30/2021,Staten Island,,,,
1947,07/31/2021,Bronx,,240.0,168.0,1053.0
1948,07/31/2021,Bronx,152.0,0.0,,899.0
1949,07/31/2021,Bronx,84.0,354.0,214.0,811.0
1950,07/31/2021,Bronx,,337.0,77.0,2080.0
1951,07/31/2021,Bronx,157.0,213.0,,1220.0
1952,07/31/2021,Bronx,54.0,49.0,,1917.0
1953,07/31/2021,Bronx,76.0,599.0,,291.0
1954,07/31/2021,Bronx,,,,214.0
1955,07/31/2021,Bronx,,192.0,,1056.0
1956,07/31/2021,Bronx,,,,570.0
1957,07/31/2021,Bronx,,,,
1958,07/31/2021,Bronx,,105.0,124.0,270.0
1959,07/31/2021,Brooklyn,141.0,533.0,48.0,
1960,07/31/2021,Brooklyn,90.0,205.0,250.0,57.0
1961,07/31/2021,Brooklyn,,446.0,38.0,275.0
1962,07/31/2021,Brooklyn,,288.0,189.0,795.0
1963,07/31/2021,Brooklyn,,563.0,323.0,359.0
1964,07/31/2021,Brooklyn,111.0,163.0,397.0,363.0
1965,07/31/2021,Brooklyn,,185.0,673.0,81.0
1966,07/31/2021,Brooklyn,,97.0,86.0,326.0
1967,07/31/2021,Brooklyn,,125.0,,377.0
1968,07/31/2021,Brooklyn,,,,
1969,07/31/2021,Brooklyn,,,,
1970,07/31/2021,Brooklyn,,100.0,,137.0
1971,07/31/2021,Brooklyn,,,64.0,123.0
1972,07/31/2021,Brooklyn,,,,91.0
1973,07/31/2021,Brooklyn,,,,124.0
1974,07/31/2021,Brooklyn,,331.0,526.0,2047.0
1975,07/31/2021,Brooklyn,,,132.0,790.0
1976,07/31/2021,Brooklyn,321.0,,,475.0
1977,07/31/2021,Manhattan,,,217.0,
1978,07/31/2021,Manhattan,,,64.0,
1979,07/31/2021,Manhattan,,249.0,265.0,298.0
1980,07/31/2021,Manhattan,,253.0,16.0,
1981,07/31/2021,Manhattan,248.0,,199.0,294.0
1982,07/31/2021,Manhattan,,481.0,104.0,
1983,07/31/2021,Manhattan,204.0,156.0,125.0,516.0
1984,07/31/2021,Manhattan,,41.0,,
1985,07/31/2021,Manhattan,,,,516.0
1986,07/31/2021,Manhattan,,570.0,,523.0
1987,07/31/2021,Manhattan,,984.0,,457.0
1988,07/31/2021,Manhattan,,227.0,,
1989,07/31/2021,Queens,,156.0,688.0,317.0
1990,07/31/2021,Queens,206.0,,84.0,200.0
1991,07/31/2021,Queens,,,478.0,639.0
1992,07/31/2021,Queens,,,256.0,494.0
1993,07/31/2021,Queens,,188.0,,
1994,07/31/2021,Queens,,,,
1995,07/31/2021,Queens,,111.0,92.0,
1996,07/31/2021,Queens,,,,298.0
1997,07/31/2021,Queens,,,,
1998,07/31/2021,Queens,,166.0,58.0,
1999,07/31/2021,Queens,,,,
2000,07/31/2021,Queens,175.0,145.0,596.0,1254.0
2001,07/31/2021,Queens,,,688.0,738.0
2002,07/31/2021,Queens,270.0,50.0,93.0,125.0
2003,07/31/2021,Staten Island,,,,71.0
2004,07/31/2021,Staten Island,,,,
2005,07/31/2021,Staten Island,,,,
2006,08/31/2021,Bronx,,251.0,172.0,1064.0
2007,08/31/2021,Bronx,154.0,,,895.0
2008,08/31/2021,Bronx,84.0,386.0,208.0,859.0
2009,08/31/2021,Bronx,,349.0,64.0,2046.0
2010,08/31/2021,Bronx,152.0,226.0,,1238.0
2011,08/31/2021,Bronx,54.0,60.0,,1915.0
2012,08/31/2021,Bronx,78.0,584.0,,289.0
2013,08/31/2021,Bronx,,,,205.0
2014,08/31/2021,Bronx,,231.0,,1078.0
2015,08/31/2021,Bronx,,,,571.0
2016,08/31/2021,Bronx,,,,
2017,08/31/2021,Bronx,,105.0,86.0,276.0
2018,08/31/2021,Brooklyn,155.0,536.0,43.0,
2019,08/31/2021,Brooklyn,62.0,238.0,206.0,63.0
2020,08/31/2021,Brooklyn,,467.0,29.0,286.0
2021,08/31/2021,Brooklyn,,293.0,175.0,800.0
2022,08/31/2021,Brooklyn,,535.0,296.0,375.0
2023,08/31/2021,Brooklyn,115.0,148.0,405.0,347.0
2024,08/31/2021,Brooklyn,,180.0,648.0,110.0
2025,08/31/2021,Brooklyn,,142.0,87.0,328.0
2026,08/31/2021,Brooklyn,,122.0,,391.0
2027,08/31/2021,Brooklyn,,,,
2028,08/31/2021,Brooklyn,,,,
2029,08/31/2021,Brooklyn,,62.0,,145.0
2030,08/31/2021,Brooklyn,,,59.0,159.0
2031,08/31/2021,Brooklyn,,,,84.0
2032,08/31/2021,Brooklyn,,,,142.0
2033,08/31/2021,Brooklyn,,386.0,489.0,2081.0
2034,08/31/2021,Brooklyn,,,132.0,794.0
2035,08/31/2021,Brooklyn,331.0,,,483.0
2036,08/31/2021,Manhattan,,,241.0,
2037,08/31/2021,Manhattan,,,,
2038,08/31/2021,Manhattan,,277.0,265.0,316.0
2039,08/31/2021,Manhattan,,327.0,86.0,
2040,08/31/2021,Manhattan,233.0,,184.0,321.0
2041,08/31/2021,Manhattan,,525.0,105.0,
2042,08/31/2021,Manhattan,204.0,174.0,,542.0
2043,08/31/2021,Manhattan,,37.0,,
2044,08/31/2021,Manhattan,,,,554.0
2045,08/31/2021,Manhattan,,506.0,,510.0
2046,08/31/2021,Manhattan,,951.0,,447.0
2047,08/31/2021,Manhattan,,229.0,,
2048,08/31/2021,Queens,,157.0,696.0,336.0
2049,08/31/2021,Queens,197.0,,229.0,209.0
2050,08/31/2021,Queens,,,459.0,686.0
2051,08/31/2021,Queens,,,241.0,472.0
2052,08/31/2021,Queens,,199.0,,
2053,08/31/2021,Queens,,,,
2054,08/31/2021,Queens,,108.0,83.0,
2055,08/31/2021,Queens,,,,304.0
2056,08/31/2021,Queens,,,,
2057,08/31/2021,Queens,,165.0,54.0,
2058,08/31/2021,Queens,,,,
2059,08/31/2021,Queens,163.0,163.0,434.0,1305.0
2060,08/31/2021,Queens,,,669.0,791.0
2061,08/31/2021,Queens,262.0,100.0,70.0,126.0
2062,08/31/2021,Staten Island,,,,77.0
2063,08/31/2021,Staten Island,,,,
2064,08/31/2021,Staten Island,,,,
